SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Solubility_mg_L
CCOCCCC(C)OCCOCC(C)CO,248.36299999999997,1.8532,68.20980000000006,17.0,4.0,1.0,4.0,12.0,104.0,0.0,0.0,0.0,0.0,47.92,105.2534258413055,3.18373698989551,152.35488856793313,40200.0000004618
CC(N)c1ccccc1,121.18299999999996,1.7063,39.04440000000001,9.0,1.0,1.0,1.0,1.0,48.0,1.0,0.0,0.0,1.0,26.02,55.50117804530289,2.848234050597751,167.1823264341432,40000.0000034147
Cc1cc(C)cc(N)c1,121.183,1.88564,40.32840000000001,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,26.02,55.50117804530289,3.165670309917317,165.32984016148868,4799.9999998834
Nc1ccc(N=Nc2ccc(N=Nc3ccc(N/N=C4/C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4S(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc34)c3ccc(S(=O)(=O)[O-])cc23)cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],1098.9510000000005,-5.062899999999991,244.89159999999976,73.0,21.0,3.0,30.0,12.0,350.0,7.0,0.0,1.0,8.0,374.82,503.8422013838927,2.887995836259205e-06,3980.640367115373,4440.00000029598
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,254.26699999999997,1.0459,61.46860000000002,17.0,4.0,1.0,7.0,2.0,90.0,1.0,0.0,1.0,2.0,87.03999999999999,98.30079070993702,2.446226843006028,606.4868422282899,4300.00000016709
CCCCCCCC(=O)N(C)C,171.284,2.4351000000000003,52.07000000000004,12.0,1.0,0.0,2.0,6.0,72.0,0.0,0.0,0.0,0.0,20.31,75.94508582764615,3.143237500372718,121.0069869280358,4300.00000016135
CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(S(=O)(=O)[O-])cc4)nc(N4CCOCC4)n3)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.Cc1nc(Nc2ccc(S(=O)(=O)[O-])cc2)nc(N2CCOCC2)n1.[Na].[Na].[Na].[Na],1159.0960000000002,1.260920000000002,279.41460000000006,76.0,26.0,4.0,34.0,15.0,386.0,6.0,2.0,2.0,8.0,379.19999999999993,526.8329822874048,4.596428144482658e-07,3440.327365900523,379999.999982709
COc1cc(S(=O)(=O)CCOS(=O)(=O)[O-])c(C)cc1N=NC1C(=O)N(c2ccc(S(=O)(=O)[O-])cc2)N=C1C.[Na+].[Na+],634.5780000000001,-4.958779999999996,128.73720000000003,40.0,14.0,0.0,20.0,10.0,206.0,2.0,0.0,1.0,3.0,224.39,274.7813591903995,3.999995446338763e-06,1644.8770014868198,366000.000001661
Nc1ccccc1,93.129,1.2688,30.8544,7.0,1.0,1.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,26.02,42.77129381650968,3.0214653097240864,134.10736969541455,34999.9999971859
O=C1/C(=N\Nc2ccccc2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])cc(Nc3nc(Cl)nc(Nc4ccc(Nc5nc(Cl)nc(Nc6cc(S(=O)(=O)[O-])cc7c6C(=O)/C(=N\Nc6ccccc6S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C7)n5)cc4)n3)c21.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1470.002,-14.920799999999987,292.9924000000002,92.0,34.0,6.0,48.0,18.0,446.0,7.0,0.0,2.0,9.0,551.5799999999997,662.8324053495109,3.681660977858826e-06,4685.129637636958,344300.000015813
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)[O-].[Na+],330.29300000000006,-1.460099999999999,72.49650000000003,22.0,6.0,1.0,8.0,4.0,110.0,2.0,0.0,0.0,2.0,103.73,149.32971826885344,2.4199984602760167e-06,786.4804032594743,313699.999968337
CCCCC(CC)COC(=O)[C@H](C)O,202.294,2.1268000000000007,55.94580000000005,14.0,3.0,1.0,3.0,7.0,84.0,0.0,0.0,0.0,0.0,46.53,86.45797325354226,3.661036491276099,154.61163365355597,428.999999988866
CC1C=CCC2C(=O)OC(=O)C12,166.176,0.8982,41.000000000000014,12.0,3.0,0.0,3.0,0.0,64.0,0.0,1.0,2.0,2.0,43.370000000000005,70.39411203335409,2.323734961760993,266.94721312873537,30499.9999977651
COC(C)CCOC(C)=O,146.18599999999998,0.9745,37.721,10.0,3.0,0.0,3.0,4.0,60.0,0.0,0.0,0.0,0.0,35.53,61.31751627326672,3.110465475982731,101.02434166397532,30000.0000002738
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,347.224,-1.8630000000000009,73.6551,23.0,10.0,5.0,13.0,4.0,126.0,2.0,1.0,1.0,3.0,186.07,128.30354975942075,1.851147527490978,763.1378284373789,3509.99999965247
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,277.32000000000005,1.0682,73.37000000000005,20.0,5.0,0.0,5.0,8.0,108.0,1.0,3.0,3.0,4.0,50.06,117.91240327670964,1.3760025438943333,437.44624709852746,3340.00000011666
CNCc1cccc2ccccc12,171.24299999999997,2.5592000000000006,56.71170000000004,13.0,1.0,1.0,1.0,2.0,66.0,2.0,0.0,0.0,2.0,12.03,78.39281406363344,2.6138711904545664,401.28971348226935,3300.00000030808
COc1ccc(C)cc1N,137.18199999999996,1.58582,42.14340000000001,10.0,2.0,1.0,2.0,1.0,54.0,1.0,0.0,0.0,1.0,35.25,60.61472327480977,3.06998271499884,232.6992424462252,3000.0000000207
Cc1cc(C)[nH]n1,96.133,1.02654,28.061699999999995,7.0,1.0,1.0,2.0,0.0,38.0,1.0,0.0,0.0,1.0,28.68,42.55854931865572,3.042002767407289,138.36869300355525,28999.9999967083
Cc1ncc[nH]1,82.106,0.7181199999999999,23.324699999999996,6.0,1.0,1.0,2.0,0.0,32.0,1.0,0.0,0.0,1.0,28.68,36.22515363585439,3.049648321313926,109.10850553448522,267000.000020995
N=C(N)N.[Cl-].[H+],95.533,-4.04493,17.213500000000003,5.0,1.0,3.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,75.89,37.74227504316472,-4.4999999250000016e-08,33.774437510817336,2149999.99995178
Nc1ccc(S(=O)(=O)[O-])cc1.[Na+],195.175,-2.8230999999999997,38.817600000000006,12.0,4.0,1.0,6.0,1.0,60.0,1.0,0.0,0.0,1.0,83.22,92.81332944926224,1.2099997657000466e-06,345.56087669721546,212999.999999013
CCC(CO)(CO)COCC(CC)(CO)CO,250.33499999999992,-0.2350000000000002,64.61020000000006,17.0,5.0,4.0,5.0,10.0,104.0,0.0,0.0,0.0,0.0,90.15,103.04409452448316,4.276302630183746,150.80568456189224,20999.9999991418
CC1=CC(=O)CC(C)(C)C1=O,152.19299999999998,1.5008,42.16900000000002,11.0,2.0,0.0,2.0,0.0,60.0,0.0,0.0,1.0,1.0,34.14,66.28639795737645,3.054290082931889,246.2883479088568,20159.9999990574
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,228.116,0.9067999999999998,48.3749,16.0,6.0,2.0,9.0,3.0,84.0,1.0,0.0,0.0,1.0,143.81,86.85228628332897,3.5727545380551327,460.5038631394357,19999.9999994879
C=COC(C)=O,86.08999999999999,0.693,21.962999999999997,6.0,2.0,0.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,26.3,36.41954166838577,3.046489080910934,65.94833690207419,19999.999997876
CC(=O)CC(=O)Nc1ccccc1C,191.23,1.91262,55.106700000000025,14.0,2.0,1.0,3.0,3.0,74.0,1.0,0.0,0.0,1.0,46.17,83.12902007517556,2.649628786208871,358.06009353303034,2699.99999984693
FC(F)CCl,100.495,1.4903,16.724,5.0,0.0,0.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,33.7385301749603,2.5395388613593903,21.60964047443681,11999.9999994679
CC(=O)CC(=O)Nc1ccc(C)cc1C,205.257,2.2210400000000003,59.84370000000003,15.0,2.0,1.0,3.0,3.0,80.0,1.0,0.0,0.0,1.0,46.17,89.49396218957217,2.7237155741065955,396.608634681643,2100.00000004767
CC(O)C(=O)N(C)C,117.148,-0.5446000000000002,30.374799999999983,8.0,2.0,1.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,40.54,48.91460900785912,3.65123357893369,78.42945954287094,5000000.00002221
O=C(O)C1=CC(Nc2nc(NC3(S(=O)(=O)[O-])C=C(C(=O)O)C(O)=CC3)nc(NC3(S(=O)(=O)[O-])C=C(C(=O)O)C(O)=CC3)n2)(S(=O)(=O)[O-])CC=C1O.[Na+].[Na+].[Na+],846.6270000000003,-10.586400000000008,161.12249999999997,54.0,21.0,9.0,30.0,12.0,276.0,1.0,0.0,3.0,4.0,418.94999999999993,369.62468207336127,4.859995105580077e-06,2030.9592925646805,173000.000010905
O=C[O-].O=C[O-].[Ca+2],130.112,-3.6486,17.881999999999998,7.0,4.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0,80.25999999999999,70.13730399545913,-3.9999999812500013e-08,30.671034463057104,172000.000005694
Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+],626.5540000000004,-5.049599999999997,129.5513,40.0,13.0,2.0,18.0,8.0,200.0,3.0,0.0,1.0,4.0,229.95999999999995,273.24434466924714,2.801663854183525e-06,1826.0871799457016,171000.000011187
C=C(C)C(=O)OCCOCC,158.19699999999995,1.1422,42.26600000000001,11.0,3.0,0.0,3.0,5.0,64.0,0.0,0.0,0.0,0.0,35.53,66.99285535547905,3.2485759314192304,140.27259690535837,17049.9999993011
O=C([O-])[O-].O=C([O-])[O-].OO.OO.OO.[Na+].[Na+].[Na+].[Na+],314.01800000000003,-16.82580000000001,26.5648,18.0,12.0,6.0,16.0,0.0,90.0,0.0,0.0,0.0,0.0,247.75999999999996,188.83438391645345,-7.920918352720711e-09,80.07820003461549,153999.99999476
CC1CCCCC1O,114.188,1.5574,33.63879999999999,8.0,1.0,1.0,1.0,0.0,48.0,0.0,1.0,1.0,1.0,20.23,50.71730631287597,2.2794002709583667,60.78707744334402,15600.0000003806
CN(CC(=O)O)C(=N)N,131.13499999999996,-1.1037299999999988,32.1799,9.0,2.0,3.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,90.41,52.574908589740026,3.632432151939845,133.77443751081734,15099.9999997366
O=C(O)C(O)c1ccccc1,152.149,0.8046,39.03760000000002,11.0,2.0,2.0,3.0,2.0,58.0,1.0,0.0,0.0,1.0,57.53,63.91127695272596,2.851177890164404,242.77390023702043,141299.999984557
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2],187.554,-0.4807000000000002,20.722800000000003,9.0,6.0,0.0,9.0,0.0,57.0,0.0,0.0,0.0,0.0,132.4,58.77825628753051,-7.199999951999999e-08,69.05865002596163,1377999.99998514
CCN(CC[N+](C)(C)CC(C)O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.[Cl-],470.4010000000002,1.9510999999999996,120.13460000000003,31.0,6.0,1.0,10.0,10.0,170.0,2.0,0.0,0.0,2.0,91.33,193.85296198074852,4.804992154946683e-06,889.0839826549796,132000.000001922
COc1cc(N=Nc2cccc(S(=O)(=O)[O-])c2)ccc1NC(=O)Nc1ccc(N=Nc2cccc(S(=O)(=O)[O-])c2)cc1OC.[Na+].[Na+],684.6200000000002,-0.0051999999999987,155.79179999999974,46.0,13.0,2.0,19.0,10.0,228.0,4.0,0.0,0.0,4.0,223.43,308.16347596163587,3.6816608324095816e-06,1852.3965021155104,131999.999984902
C=C(C)C(=O)OC(C)CO,144.17,0.4865,37.4538,10.0,3.0,1.0,3.0,3.0,58.0,0.0,0.0,0.0,0.0,46.53,60.308601763771584,3.683207392748761,139.78664559481848,130000.000014715
O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1/C=C/c1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)[O-].[K].[K].[Na+].[Na+],1039.1599999999996,-4.161999999999993,247.6843999999996,68.0,22.0,8.0,28.0,22.0,338.0,6.0,0.0,0.0,6.0,327.26,521.8198318871312,3.967494624140914e-06,2601.136655011994,13450.0000003734
CCCCC(CC)CO.O=P(O)(O)O,228.225,1.2664999999999995,54.65470000000004,14.0,2.0,4.0,6.0,5.0,88.0,0.0,0.0,0.0,0.0,97.99,85.02622266539416,0.0,143.54596597980247,13200.0000013379
[La],138.906,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35.47218132420978,0.0,0.0,1230000.00003926
C=Cn1cc[n+](C)c1.COS(=O)(=O)[O-],220.25,-0.4938999999999995,48.70120000000003,14.0,5.0,0.0,7.0,2.0,80.0,1.0,0.0,0.0,1.0,75.24,83.00733618918534,2.545833294709492e-07,382.1489877193296,999999.999963356
NC=O,45.041,-0.8985000000000001,10.2514,3.0,1.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,43.09,18.240663824886028,2.1874960973678963,12.264662506490405,999999.999893385
O=C(O)C(F)(F)F,114.02200000000002,0.6333,13.6908,7.0,1.0,1.0,5.0,0.0,42.0,0.0,0.0,0.0,0.0,37.3,36.55655520324464,3.7911184170869663,83.42592196522058,999999.999922338
CCC(C)c1ccccc1O,150.22099999999998,2.9057000000000017,46.81280000000004,11.0,1.0,1.0,1.0,2.0,60.0,1.0,0.0,0.0,1.0,20.23,67.6854053292794,2.9338523057637267,230.06931585565164,1460.00000002172
O=C1NC(=O)C(c2ccc(O)cc2)N1,192.174,0.2726999999999999,47.52220000000002,14.0,3.0,3.0,5.0,1.0,72.0,1.0,1.0,1.0,2.0,78.43,79.73740062865718,2.272284319146098,385.5484696519948,1290.00000013529
CCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],330.422,-0.0002999999999986,77.36720000000005,21.0,5.0,0.0,7.0,13.0,120.0,0.0,0.0,0.0,0.0,83.5,150.80060147728867,0.0,343.2735297001339,1289.99999999946
C=CC(Cl)CCl,124.998,2.0186,30.557999999999996,6.0,0.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,47.75100679259847,2.964900494759057,42.8127439131334,1099.99999995575
COc1ccc(CC(C)C=O)cc1,178.231,2.0727,51.92600000000003,13.0,2.0,0.0,2.0,4.0,70.0,1.0,0.0,0.0,1.0,26.3,78.53118102103066,2.6341061805197867,263.92369729722583,1010.00000003478
C=CC=C,54.09199999999999,1.3584,20.393999999999995,4.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,26.454871306650865,2.7320508075688776,21.019550008653876,734.999999962959
Nc1cc([N+](=O)[O-])cc(C(=O)O)c1O,198.134,0.5808,46.13290000000001,14.0,5.0,3.0,7.0,2.0,74.0,1.0,0.0,0.0,1.0,126.69,77.53920125784188,3.4275044779343173,414.78633577032497,640.000000049312
CCOC(=O)C(C)CC,130.18699999999998,1.5956,36.088,9.0,2.0,0.0,2.0,3.0,54.0,0.0,0.0,0.0,0.0,26.3,56.20397104375984,3.4588233430659896,88.91694057588535,600.000000065335
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,434.57000000000033,3.299800000000002,113.4780000000001,30.0,8.0,0.0,8.0,23.0,178.0,0.0,0.0,0.0,0.0,89.52000000000001,181.4073510072872,3.293384706434453,353.33382236208155,569.999999956513
CC(C)=CCCC(C)C=O,140.226,2.567800000000001,43.89300000000002,10.0,1.0,0.0,1.0,4.0,58.0,0.0,0.0,0.0,0.0,17.07,63.13070701086192,3.362923864895266,120.6899559358928,499.999999954421
C/C(C=O)=C/c1ccccc1,146.189,2.2888,46.157000000000025,11.0,1.0,0.0,1.0,2.0,56.0,1.0,0.0,0.0,1.0,17.07,66.3630906449429,2.8717118913324144,259.461083124702,490.000000009695
C=C(C)C(=O)OC(C)(C)C,142.19799999999998,1.9042,40.659000000000006,10.0,2.0,0.0,2.0,1.0,58.0,0.0,0.0,0.0,0.0,26.3,61.87931012597218,3.9324159117142328,151.13075145540296,463.999999973664
C=COCCCC,100.161,1.9466,31.056999999999984,7.0,1.0,0.0,1.0,4.0,42.0,0.0,0.0,0.0,0.0,9.23,44.98790379713522,2.558780869327957,41.444678358882754,459.999999968587
O=C([O-])C(=O)[O-].[Mn+2],142.956,-3.5163,10.014,7.0,4.0,0.0,5.0,0.0,39.0,0.0,0.0,0.0,0.0,80.25999999999999,49.61132511892647,0.0,75.69058447171099,300.000000007949
Cc1ccc(C(N)=O)c(O)c1,151.16500000000002,0.79952,41.36170000000001,11.0,2.0,2.0,3.0,1.0,58.0,1.0,0.0,0.0,1.0,63.32000000000001,64.45693389754267,3.1960696621259195,294.14357423078934,182.99999998624
O=P12OB(O1)O2,105.782,0.1563999999999998,16.6155,6.0,4.0,0.0,6.0,0.0,32.0,0.0,3.0,3.0,3.0,44.760000000000005,34.180400080245136,2.386531362434843,105.7353374935096,143.000000005947
CC(C)CC1CC(C)CCO1,156.26899999999998,2.8476000000000017,47.593000000000025,11.0,1.0,0.0,1.0,2.0,66.0,0.0,1.0,1.0,1.0,9.23,70.13144413337666,2.2256268733856754,107.44040467374955,130.000000002297
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2(O)C#CCO,342.4790000000001,3.245100000000002,96.52160000000003,25.0,3.0,2.0,3.0,0.0,136.0,0.0,3.0,4.0,4.0,57.53,150.43932278015222,1.6689562339450883,683.1212389503909,101.99999999421
NS(=O)(=O)c1ccc(Cl)s1,197.668,1.0489000000000002,40.702200000000005,10.0,3.0,1.0,6.0,1.0,56.0,1.0,0.0,0.0,1.0,60.16,67.47569920621794,3.206829974335956,328.78171985724845,100.000000001948
FS(F)(F)(F)(F)F,146.055,3.1694,14.239000000000004,7.0,0.0,0.0,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,35.1357870598539,4.4312936752559775,62.74506838420408,31.0000000019781
c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,266.388,3.7631000000000014,84.80570000000004,20.0,2.0,1.0,2.0,4.0,104.0,2.0,1.0,1.0,3.0,15.27,120.98201471222283,1.474292539556486,451.95613596315246,29.5999999989236
CC(=O)CCCC(C)CCCC(C)C,198.35,4.208100000000004,62.385000000000055,14.0,1.0,0.0,1.0,8.0,84.0,0.0,0.0,0.0,0.0,17.07,89.28007850063261,3.274850967739586,149.3145526248955,19.5999999979101
O=C([O-])[O-].[Ca+2],100.086,-2.8278,11.15,5.0,3.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0,63.19,58.605008627489525,0.0,29.87430298092722,16.6000000001644
COC1=CCC2=C(CCC3C2CCC2(C)C(=O)CCC32)C1,286.415,4.412500000000004,82.63800000000005,21.0,2.0,0.0,2.0,1.0,114.0,0.0,2.0,4.0,4.0,26.3,127.18074573803374,1.6202178300019114,541.7696078462164,2.99999999993602
CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCC,819.4379999999991,18.83739999999998,254.88199999999864,58.0,4.0,0.0,4.0,51.0,346.0,0.0,0.0,0.0,0.0,52.60000000000001,364.6313177499508,3.222767427949329,716.9989726005717,0.322000000024576
Cc1cc(=O)n2[nH]cnc2n1,150.14100000000002,-0.27398,38.34470000000001,11.0,4.0,1.0,5.0,0.0,56.0,2.0,0.0,0.0,2.0,63.05,61.70342524039397,3.024307136383608,441.02416352868136,6749.99999979015
CC(=O)O.OCCN(CCO)CCO,209.242,-1.6437999999999988,51.00720000000003,14.0,5.0,4.0,6.0,6.0,86.0,0.0,0.0,0.0,0.0,101.23,83.39796776116621,0.0,112.6353837961348,999999.999992475
O=C1C=Cc2ccccc2/C1=N\Nc1ccc(S(=O)(=O)[O-])c2ccccc12.[Na+],400.3910000000001,0.1599999999999997,102.5539,28.0,6.0,1.0,8.0,3.0,134.0,3.0,0.0,1.0,4.0,98.66,183.55337455166855,2.2499976982524145e-06,1250.0503155728086,1499.9999999237
Cc1cc(C)cc(C(=O)Cl)c1,168.623,2.6824400000000006,46.09950000000002,11.0,1.0,0.0,2.0,1.0,58.0,1.0,0.0,0.0,1.0,17.07,70.99101778961223,3.186012533928302,271.3642492178085,79.0000000090133
O=[Cr](=O)(O)O[Cr](=O)(=O)O.c1ccncc1.c1ccncc1,376.205,0.5006000000000002,56.74260000000003,21.0,7.0,2.0,11.0,2.0,116.0,2.0,0.0,0.0,2.0,143.75,124.58774423282485,2.933333310683333e-07,560.944310992934,942999.999915263
[Na+].[O-]CCS,100.118,-3.7195,18.72,5.0,2.0,1.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,23.06,59.46689318053584,0.0,11.609640474436812,900000.000064544
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,265.40099999999995,1.577,80.27980000000005,19.0,4.0,1.0,4.0,6.0,108.0,1.0,0.0,0.0,1.0,29.950000000000003,116.78961691187256,3.1300208753763616,382.84686810949546,849999.999976787
C=C(C)C(=O)NCOC,129.15899999999996,0.2826,34.8327,9.0,2.0,1.0,3.0,3.0,52.0,0.0,0.0,0.0,0.0,38.33,54.69928808078702,3.3940489484742136,120.22626787690945,799999.999975607
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Co+2],291.031,-5.428899999999997,42.40560000000003,15.0,6.0,0.0,15.0,0.0,103.0,0.0,0.0,0.0,0.0,321.4,91.38719006725856,-4.675324661157025e-09,71.62290894278165,669599.999976086
CC1(O)CC(C)(O)OO1,134.131,-0.2447,28.03459999999999,9.0,4.0,2.0,4.0,0.0,54.0,0.0,1.0,1.0,1.0,58.92,52.93804161103083,2.575226255495745,104.12640240679956,500000.000002293
CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,241.423,1.8369,75.48940000000006,17.0,3.0,2.0,3.0,5.0,102.0,0.0,1.0,1.0,1.0,27.3,107.33722539887567,2.329853601948085,217.62182137902207,499999.999962472
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-].[Na+],332.35,-2.3072999999999952,69.69620000000005,21.0,7.0,0.0,9.0,8.0,118.0,0.0,0.0,0.0,0.0,109.8,147.34578457804605,0.0,430.8868957939798,499999.999970229
CCC(=O)[O-].[Na+],96.061,-3.8497,15.298000000000002,6.0,2.0,0.0,3.0,1.0,30.0,0.0,0.0,0.0,0.0,40.13,58.83829073157449,0.0,44.05785641096992,500000.000021383
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2cc(NS(=O)(=O)c3cccc(N=Nc4ccc(N=Nc5c(O)ccc6ccccc56)cc4)c3)ccc2c1.[K+].[Na+],777.8350000000002,1.1464000000000014,177.53169999999974,51.0,13.0,2.0,19.0,9.0,248.0,6.0,0.0,0.0,6.0,230.24000000000004,356.55767865651256,2.9159947769946668e-06,2678.1809657175813,47999.9999988386
CCCCCCC(CCCC)COS(=O)(=O)[O-].[Na+],288.385,0.2440000000000008,67.42320000000005,18.0,4.0,0.0,6.0,11.0,104.0,0.0,0.0,0.0,0.0,66.43,134.11819902450972,0.0,267.2509756525336,400000.000000121
CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)[O-].[K+],391.63700000000006,1.2362000000000013,102.09600000000007,26.0,3.0,0.0,5.0,17.0,146.0,0.0,0.0,0.0,0.0,60.44,203.14816660142696,0.0,372.2676904772986,295999.999990686
C=C(COC(C)=O)COC(C)=O,172.17999999999998,0.6688000000000001,42.40600000000002,12.0,4.0,0.0,4.0,4.0,68.0,0.0,0.0,0.0,0.0,52.6,71.15437745552283,3.467235170058121,175.23454122869498,28599.9999968914
COC1COC2C(OC)COC12,174.19599999999997,-0.1860000000000001,41.07400000000001,12.0,4.0,0.0,4.0,2.0,70.0,0.0,2.0,2.0,2.0,36.92,71.73636443957486,2.009234392714208,143.1368500605771,1999999.99988216
O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1.[Na+].[Na+],477.3830000000002,-4.786199999999998,95.51340000000002,31.0,9.0,0.0,13.0,3.0,148.0,3.0,0.0,1.0,4.0,161.43,220.885920493496,1.7066657458671807e-06,1417.6612182722208,199999.999999804
[Au+3].[Cl-].[Cl-].[Cl-].[Cl-].[NH4+],356.818,-11.610300000000002,5.9848,6.0,0.0,1.0,6.0,0.0,48.0,0.0,0.0,0.0,0.0,36.5,77.75000398734167,-0.0,7.509775004326936,1099999.99991949
O=[PH]([O-])[O-].[Ca+2],120.057,-2.2841,14.755499999999998,5.0,3.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,63.19,59.95658974990113,0.0,29.87430298092722,1067000.00005828
NCCO.O=C(O)CS,153.203,-1.0618000000000003,37.62900000000001,9.0,4.0,4.0,5.0,2.0,56.0,0.0,0.0,0.0,0.0,83.55,59.08485548939883,0.0,66.83308753677898,999999.999941173
OCC(O)COCC(O)CO,166.173,-2.290599999999999,37.0042,11.0,5.0,4.0,5.0,6.0,68.0,0.0,0.0,0.0,0.0,90.15,64.8544418381035,3.1273714619787736,77.04182793626707,999999.999911186
O=C1OCC(CO)O1,118.08799999999998,-0.4859,23.306799999999992,8.0,4.0,1.0,4.0,1.0,46.0,0.0,1.0,1.0,1.0,55.760000000000005,46.01109252874368,2.321094352378951,100.2114326716684,1000000.00006369
O=S(=O)([O-])[O-].[Cs+].[Cs+],361.873,-7.33,10.4746,7.0,4.0,0.0,7.0,0.0,32.0,0.0,0.0,0.0,0.0,80.26,159.61576084171878,-7.999999835000003e-08,92.8582023226588,1000000.00004384
O=C(O)CCCCC(=O)O.[K+],185.24,-2.2799999999999985,33.73959999999999,11.0,2.0,2.0,5.0,5.0,58.0,0.0,0.0,0.0,0.0,74.6,107.39803799965472,0.0,118.54397280068332,1000000.00005032
OCCCO,76.095,-0.6389,18.7886,5.0,2.0,2.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,40.46,31.057602761014792,2.19060968716425,12.36452797660028,999999.999938027
O=C(Nc1ccnc(=O)[nH]1)c1ccccc1,215.212,1.0222,59.25290000000001,16.0,3.0,2.0,5.0,2.0,80.0,2.0,0.0,0.0,2.0,74.85,91.16564178554624,2.1730283097791947,548.4110626918563,1.48999999990161
CCCCCCCC(=O)NCCCC[C@H](N)C(=O)O,272.38899999999995,2.0453,75.84790000000005,19.0,3.0,3.0,5.0,12.0,112.0,0.0,0.0,0.0,0.0,92.42,115.4905293478898,3.314263618937177,257.07563168779507,310999.99997894
O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],265.901,-15.3236,16.298,13.0,7.0,0.0,13.0,2.0,56.0,0.0,0.0,0.0,0.0,135.61,163.41760899152186,-5.3333331191666756e-08,158.93156363813893,169999.999980532
COc1cc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,580.9380000000003,4.471400000000004,141.71349999999987,40.0,13.0,1.0,17.0,13.0,214.0,2.0,0.0,0.0,2.0,205.17,231.69375394275744,2.6110461340621867,1329.9099277320784,1.999999999887
