SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Solubility_mg_L
CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,314.41100000000006,1.7605,80.56000000000004,21.0,7.0,0.0,8.0,4.0,118.0,1.0,0.0,0.0,1.0,77.32,128.59218094093006,3.017992304961193,519.9763158000324,433.0098063244145
CCSCC,90.191,1.7594,28.67299999999999,5.0,1.0,0.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,37.95718739638461,2.19060968716425,11.119415478763749,3069.9999996498163
COc1cccc(c1)C(C)=O,150.17699999999996,1.8978,42.99850000000002,11.0,2.0,0.0,2.0,2.0,58.0,1.0,0.0,0.0,1.0,26.3,65.80129679223744,3.0058892189147386,266.0201725709103,2030.0000000604784
O.O.O.O.[Pb].[Pb].[Pb].[Pb].[Pb].[O-][S]([O-])(=O)=O,1204.123,-6.540799999999996,53.69980000000002,14.0,4.0,0.0,14.0,0.0,84.0,0.0,0.0,0.0,0.0,206.26,182.3419541331932,-2.222222212037036e-09,100.9000463026252,32.699999999158294
O=NN1CCCC1=O,114.104,0.2902,26.74199999999999,8.0,3.0,0.0,4.0,1.0,44.0,0.0,1.0,1.0,1.0,49.74,46.41446999220273,2.53668197930634,123.20671786825557,128706.61521907063
NC(N)=N.NC(N)=N.OC(O)=O,180.168,-2.10046,42.85659999999999,12.0,3.0,8.0,9.0,0.0,72.0,0.0,0.0,0.0,0.0,209.31,67.96105195469745,-1.01249999578125e-07,115.58797503894245,450000.0000027437
CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,381.69300000000015,5.942000000000005,123.4798000000001,27.0,3.0,3.0,3.0,23.0,162.0,0.0,0.0,0.0,0.0,50.08,170.88293169099614,3.0318018047062445,278.79985067416834,73.00000000418503
CC1(OC(=O)N(Nc2ccccc2)C1=O)c3ccc(Oc4ccccc4)cc3,374.3960000000001,4.700000000000004,103.70170000000002,28.0,5.0,1.0,6.0,5.0,140.0,3.0,1.0,1.0,4.0,67.87,161.82949536882987,1.5286490212529469,990.0649308780224,0.0520033354899551
N#CCCNC(CC1=CC=CC=C1)C(=O)O,218.256,1.18558,59.802500000000016,16.0,3.0,2.0,4.0,6.0,84.0,1.0,0.0,0.0,1.0,73.12,94.51925352319314,2.5206951904685395,370.3551921578053,7062.625718683292
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,362.4660000000002,1.7816,95.14240000000004,26.0,5.0,3.0,5.0,2.0,144.0,0.0,3.0,4.0,4.0,94.83,154.03091112613612,1.7350832012021693,683.8889217536757,280.00000001749123
OC1CCCCCCCCCCC1,184.32299999999995,3.652000000000003,56.79380000000005,13.0,1.0,1.0,1.0,0.0,78.0,0.0,1.0,1.0,1.0,20.23,82.54201688485905,2.1079581635972864,99.69210414479322,18.90000000032348
CN(C)C(=O)N(C)C,116.164,0.2296,32.76999999999998,8.0,1.0,0.0,3.0,0.0,48.0,0.0,0.0,0.0,0.0,23.550000000000004,49.88020892586648,3.6512335789336894,78.42945954287094,999934.51234772
CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C1)C(=O)OCC,373.23600000000016,3.4444000000000026,92.66400000000004,24.0,6.0,0.0,8.0,5.0,130.0,1.0,0.0,1.0,2.0,68.2,149.85695239909694,2.472251778817379,692.6550255861107,19.99786012636497
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34099999999995,0.4521,73.98090000000003,19.0,4.0,3.0,5.0,8.0,106.0,1.0,0.0,0.0,1.0,84.57999999999998,113.30999399703728,2.34620347530478,390.1824796027909,13299.5830568233
O=C(O)C=CC(N=CN1)=C1,138.126,0.5075,35.2575,10.0,2.0,2.0,4.0,2.0,52.0,1.0,0.0,0.0,1.0,65.97999999999999,57.22119068470313,2.637337779014288,238.260311847418,1514.521473204736
CNc1ncc2nccnc2n1,161.16799999999995,0.4614999999999998,44.674700000000016,12.0,5.0,1.0,5.0,1.0,60.0,2.0,0.0,0.0,2.0,63.59,68.90646387302287,2.673996462761564,399.6737978552909,3125.20720302198
CCC1(CC)C(=O)NC(=O)N(CO)C1=O,214.221,-0.1789999999999999,50.485500000000016,15.0,4.0,2.0,6.0,3.0,84.0,0.0,1.0,1.0,1.0,86.71000000000002,87.24145269561194,3.122517342317562,309.23420516513335,25.16877291167009
c1ccc2c(c1)c3ccccc3c4ccccc24,228.294,5.146200000000003,78.96000000000005,18.0,0.0,0.0,0.0,0.0,84.0,4.0,0.0,0.0,4.0,0.0,105.4763967147026,2.4630123697307407,651.5360736465454,0.0410955216479668
[Na+].[Na+].CN(CC(O)=O)C(N)=N[P]([O-])([O-])=O,255.078,-8.845800000000002,39.4947,15.0,4.0,2.0,11.0,3.0,76.0,0.0,0.0,0.0,0.0,142.11,130.7192966182572,-7.199998788750212e-07,279.45070659275336,523999.99994594295
CCCC\C(=C\C)C(=O)NC(N)=O,184.239,1.3178,51.00810000000003,13.0,2.0,2.0,4.0,4.0,74.0,0.0,0.0,0.0,0.0,72.19,78.18198199152646,4.090497552075815,221.6545913574689,299.9725864501834
CC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(C)O)cc2,344.45100000000014,3.5317000000000025,99.36360000000003,25.0,4.0,2.0,4.0,8.0,136.0,2.0,0.0,0.0,2.0,58.92,149.58853431853623,2.0879188079851523,585.1011963988179,108.99999999506176
O=C1CCc2cccc3CCN1c23,173.21499999999995,1.5219,50.82000000000003,13.0,1.0,0.0,2.0,0.0,66.0,1.0,0.0,2.0,3.0,20.31,77.16580715466868,2.2435057879692435,383.6767106972832,4000.234933517016
ClC(Br)Cl,163.829,2.1425,24.421,4.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,43.21333108723426,2.3237900077244498,10.75488750216347,4724.879971257287
N[C@@H](CSC(/Cl)=C/Cl)C(O)=O,216.08900000000003,1.408,47.8582,11.0,3.0,2.0,6.0,4.0,64.0,0.0,0.0,0.0,0.0,63.32,78.53470548161282,3.623760116450608,173.86535284142974,7000.558025752316
OC(=O)CC(S)C(O)=O,150.155,-0.1558999999999999,32.66259999999999,9.0,3.0,3.0,5.0,3.0,52.0,0.0,0.0,0.0,0.0,74.6,56.90065573890065,3.632432151939845,132.5293250129808,499504.9522486125
Cc1cc(CCC(=O)OCC(C)(C)[CH]2OC[C]3(CO2)CO[CH](OC3)C(C)(C)COC(=O)CCc4cc(C)c(O)c(c4)C(C)(C)C)cc(c1O)C(C)(C)C,740.9750000000001,7.746040000000013,203.02659999999923,53.0,10.0,2.0,10.0,12.0,296.0,2.0,2.0,2.0,4.0,129.98000000000002,316.38282364631823,1.1868874837608487,1471.0495544757086,0.0039999999999422
[Li+].[Li+].[O-]C(=O)CCCCCCCC([O-])=O,200.08900000000003,-6.7751,42.33300000000001,15.0,4.0,0.0,6.0,8.0,76.0,0.0,0.0,0.0,0.0,80.25999999999998,114.16543069934684,-7.199998222500451e-07,155.4952794320032,192000.0000075372
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,312.4530000000001,3.8826000000000014,90.49280000000005,23.0,2.0,1.0,2.0,1.0,124.0,0.0,3.0,4.0,4.0,37.3,139.28014691355958,1.6711962826978068,597.4530522903293,2.017366008245651
CC1CC(CC(C)(C)C1)OC(=O)c2ccccc2O,262.349,3.763800000000004,74.10630000000005,19.0,3.0,1.0,3.0,2.0,104.0,1.0,1.0,1.0,2.0,46.53,114.1442941916805,2.05082105408112,464.8167793881726,0.4000000000019605
CC1=CC=CC=C1CO,122.167,1.48732,37.1018,9.0,1.0,1.0,1.0,1.0,48.0,1.0,0.0,0.0,1.0,20.23,54.95552110048618,3.0065240073265844,193.51405299160075,9930.106566821947
ClC1=CC=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1,307.991,6.092500000000002,72.99800000000002,17.0,1.0,0.0,5.0,2.0,88.0,2.0,0.0,0.0,2.0,9.23,118.81510746259455,2.3570431850388154,536.9470467453648,0.0705566619243596
[Na+].Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,221.104,-2.8372,43.6092,15.0,6.0,1.0,9.0,2.0,74.0,1.0,0.0,0.0,1.0,135.36,105.28487863641725,1.9599994213335097e-06,421.4735477435591,3799.999999730927
CCCCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,404.4230000000002,2.9642800000000014,105.21390000000004,29.0,7.0,2.0,10.0,9.0,156.0,1.0,0.0,0.0,1.0,145.79999999999995,168.07212201403905,3.3155113317619933,839.8364959400415,1935.690178273985
O=C(Oc(c(ccc1)C(=O)O)c1)C,180.159,1.3100999999999998,44.71030000000002,13.0,3.0,1.0,4.0,2.0,68.0,1.0,0.0,0.0,1.0,63.60000000000001,74.7570526444772,3.043527354634101,343.2228677267165,3432.8589748754066
[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,300.815,-2.388259999999997,70.32420000000002,19.0,5.0,2.0,7.0,4.0,104.0,2.0,0.0,0.0,2.0,75.91,122.10970429914856,1.804998993633916e-06,558.6575660208005,500033.945879889
O=C1CCC2CCCCC2O1,154.209,1.8822,41.07200000000001,11.0,2.0,0.0,2.0,0.0,62.0,0.0,2.0,2.0,2.0,26.3,66.92219296549462,1.982567998411652,164.94566830288574,39953.0000022478
CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CO,476.58500000000015,3.636800000000003,123.34260000000008,34.0,6.0,2.0,7.0,6.0,188.0,0.0,3.0,4.0,4.0,100.90000000000002,200.1773297606124,1.7985953894529008,956.7669810831956,9.292666885756883
CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,361.703,5.458000000000002,80.79340000000002,24.0,4.0,0.0,9.0,5.0,128.0,2.0,0.0,0.0,2.0,61.6,139.26326228592475,2.310390332223276,764.8697632211209,0.1159984298988863
[Li+].CC1=NN(C(=N)/C1=N/Nc2cc(Cl)c(cc2Cl)[S]([O-])(=O)=O)c3ccccc3,432.2180000000001,0.5427700000000006,105.2396,28.0,7.0,2.0,12.0,4.0,140.0,2.0,0.0,1.0,3.0,121.04,183.20113248462096,2.803330100320516e-06,1090.9586106086654,25039.99999780289
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,474.8340000000004,5.244800000000006,125.02800000000008,28.0,8.0,0.0,10.0,21.0,170.0,0.0,0.0,0.0,0.0,55.38000000000001,182.7726661508971,4.137940540514776,289.9984127700166,1.000000000012587
N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=CC=CC=C3)C=C1,405.4610000000001,1.6684,100.3804,27.0,7.0,3.0,11.0,6.0,140.0,3.0,0.0,0.0,3.0,144.14,155.946054342577,1.7795262345511635,1148.929729586021,1142.7443616934174
COC(=O)C1=CC=C(C(=O)O)C=C1,180.159,1.1714,44.74080000000002,13.0,3.0,1.0,4.0,2.0,68.0,1.0,0.0,0.0,1.0,63.60000000000001,74.7570526444772,2.9340419411151166,325.9728677267164,193.04384651230183
CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,268.35299999999995,3.357000000000002,72.29100000000005,19.0,4.0,0.0,4.0,7.0,108.0,0.0,0.0,1.0,1.0,52.6,114.70314110276988,2.7158155982818006,357.157075007448,50.90000000279534
CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,330.37700000000007,1.2748,84.00300000000004,23.0,7.0,0.0,7.0,14.0,132.0,0.0,0.0,0.0,0.0,80.29000000000002,136.72494702703213,3.1925747986300785,353.8899895914504,12600.000000417822
Clc1ccccn1,113.54699999999998,1.7349999999999997,29.247,7.0,1.0,0.0,2.0,0.0,36.0,1.0,0.0,0.0,1.0,12.89,46.95431732732514,3.0214653097240864,138.00750422530467,20000.00000209824
[Hg],200.59,-0.0025,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.00040585247104,0.0,0.0,0.0559999999953302
COC1=CC=C(C=C1)[S](=O)(=O)N=C2SC(=NN2C)[S](N)(=O)=O,364.43000000000006,-0.5727999999999993,78.20100000000002,22.0,8.0,1.0,12.0,4.0,120.0,2.0,0.0,0.0,2.0,133.71,130.34677603886863,2.52952812633584,954.736090217682,633.3067560211352
CC(C)(C)c1ccc2OC(=O)C(c2c1)c3cc(ccc3OC(=O)c4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C(C)(C)C,570.7700000000002,8.852300000000003,168.2272999999996,42.0,5.0,1.0,5.0,3.0,224.0,3.0,0.0,1.0,4.0,72.83,250.8180289629288,1.868736622962992,1513.9166745715436,0.0008089999999293
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,223.231,2.0442,64.16140000000001,17.0,3.0,1.0,3.0,0.0,82.0,2.0,0.0,1.0,3.0,60.16,97.87548529792522,2.3304909398632216,659.0218277807028,0.162987577467863
CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O,236.278,-1.4237999999999995,48.70220000000001,14.0,6.0,1.0,9.0,1.0,78.0,1.0,0.0,0.0,1.0,107.41,83.94182492532305,3.398483669272069,523.4168055653823,2840.686360825331
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.344,1.3499,65.67940000000003,16.0,3.0,2.0,5.0,4.0,90.0,0.0,1.0,1.0,1.0,58.2,101.1643898327749,3.0460336908423664,307.9462521949897,60.87406053577575
CCOC(=O)C1=CC=C(C=C1)N=C=S,207.254,2.597600000000001,57.08450000000002,14.0,4.0,0.0,4.0,3.0,72.0,1.0,0.0,0.0,1.0,38.66,87.42034163969905,2.821459128052013,366.2133176285556,18.471532193197135
[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C,190.13,-2.76608,41.58250000000001,13.0,4.0,0.0,5.0,1.0,64.0,1.0,0.0,0.0,1.0,64.35,96.22901220953906,1.4399997042000626e-06,395.25554659834296,231000.00000366036
COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,625.3890000000002,4.580500000000004,144.4034999999998,40.0,13.0,1.0,17.0,13.0,214.0,2.0,0.0,0.0,2.0,205.17,235.2580353215172,2.6110461340621867,1329.909927732078,1.9999999999154403
Nc1cccc(c1)C#N,118.139,1.1404800000000002,35.569400000000016,9.0,2.0,1.0,2.0,0.0,44.0,1.0,0.0,0.0,1.0,49.81,53.528815612375,3.11920179192052,247.3382179862608,8000.060851366526
OCC(Cl)(Cl)Cl,149.404,1.3489,27.375799999999995,6.0,1.0,1.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,20.23,50.808225575067176,3.168489872670569,38.54808140664299,83303.30364660051
O=C(O)C=CC(=O)NC1=CC=CC=C1,191.18600000000004,1.2658999999999998,51.84750000000002,14.0,2.0,2.0,4.0,3.0,72.0,1.0,0.0,0.0,1.0,66.39999999999999,80.86870868079075,2.540353584979256,356.8896771549849,364.2974128245213
CC(CCC=C(C)C)CC#N,151.253,3.2825800000000016,48.05900000000002,11.0,1.0,0.0,1.0,4.0,62.0,0.0,0.0,0.0,0.0,23.79,69.72670670668349,3.400751537298328,158.20181564730422,118.99999998684044
ClC(Cl)=C,96.944,1.9352,20.846,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,35.02112256380525,2.8030394876740514,27.01955000865388,2499.99999988727
[nH]1cncn1,69.067,-0.1952999999999999,16.3827,5.0,2.0,1.0,3.0,0.0,26.0,1.0,0.0,0.0,1.0,41.57,29.04831307080901,3.1250000000000004,61.369930610534254,699999.9999195021
NC(Cc1[nH]cnc1)C(O)=O,155.15699999999995,-0.6359000000000006,37.9029,11.0,3.0,3.0,5.0,3.0,60.0,1.0,0.0,0.0,1.0,92.0,63.250684413900096,2.4987607772382447,231.98525149250443,45642.70489339225
CC1(C)CC(O)CC(C)(C)N1CCO,201.31,0.9926,57.190600000000046,14.0,3.0,2.0,3.0,2.0,84.0,0.0,1.0,1.0,1.0,43.7,86.73114219286181,2.847521437390204,183.46421232383727,27800.000001576464
CCN(CCC#N)c1ccc(cc1)N=Nc2c(Br)cc(cc2Br)[N+]([O-])=O,481.14800000000014,6.275180000000002,107.23140000000004,26.0,6.0,0.0,9.0,7.0,134.0,2.0,0.0,0.0,2.0,94.89,167.30047002748768,2.1875177919216218,839.4423356386459,20.00000000124812
COC(=O)c1c(CC(C)C)c(C2=NCCS2)c(nc1C(F)F)C(F)(F)F,396.381,4.516500000000003,87.93950000000004,26.0,5.0,0.0,10.0,5.0,144.0,1.0,0.0,1.0,2.0,51.55,150.78076006068412,2.9453068933352435,732.3307796367011,2.499843546008253
[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3[S](=O)(=O)c4ccccc4)C(=N)C=CC2=C1,505.5090000000001,-0.7782299999999964,119.85710000000005,34.0,9.0,3.0,12.0,6.0,168.0,2.0,0.0,2.0,4.0,156.32,217.9520115350304,3.2399949190582003e-06,1523.221981391771,4119.999999725091
CCOC(=O)N1C=C(F)C(=O)NC1=O,202.141,-0.3197,43.70070000000001,14.0,5.0,1.0,7.0,1.0,76.0,1.0,0.0,0.0,1.0,81.16,76.93914384373957,3.228807975098459,461.4929785806573,6849.429656613454
OC(=O)c1c(Cl)cccc1Cl,191.013,2.691600000000001,43.42130000000001,11.0,1.0,1.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,37.3,73.35863353989669,3.3189131734866693,276.2420897763861,14130.675574194764
C=CCOc1nc(OCC=C)nc(OCC=C)n1,,,,,,,,,,,,,,,,,,
CC(C)(C)C(O)\C(=C/c1ccc(Cl)cc1)n2cncn2,291.782,3.3366000000000025,81.10280000000003,20.0,4.0,1.0,5.0,3.0,106.0,2.0,0.0,0.0,2.0,50.94,123.27787051113803,2.4406459842592247,582.5812288159722,8.409273873061812
NC(=O)Nc1ccc(Br)cc1,215.05,1.9397,47.34810000000001,11.0,1.0,2.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,55.12000000000001,72.71516782019947,2.7362980721056545,257.64801312948794,4999.648206779289
CC(C)CCCCCCO,144.25799999999995,2.5852000000000017,45.00880000000002,10.0,1.0,1.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519843,2.7731888559274704,59.74860596185444,470.0455081314776
CC(O)C(O)=O,90.078,-0.5482,19.3166,6.0,2.0,2.0,3.0,1.0,36.0,0.0,0.0,0.0,0.0,57.53,35.219124861058546,3.2575861612334887,57.05865002596162,1000043.1398225568
[O-][N+](=O)c1ccc2c3ccccc3c4cccc1c24,247.253,4.395400000000002,75.03240000000002,19.0,2.0,0.0,3.0,1.0,90.0,3.0,0.0,1.0,4.0,43.14,108.81730642626675,2.2296576555008416,823.2419023615514,0.0195003124362985
CCCCCCCCCCCCCCCCCCCCCC(N)=O,339.60800000000006,7.293600000000008,107.20840000000008,24.0,1.0,1.0,2.0,20.0,144.0,0.0,0.0,0.0,0.0,43.09,151.90444822721486,2.9653789386426435,252.35446975062405,0.0500000000052084
O=C1CCC(=O)O1,100.073,-0.15,20.332999999999995,7.0,3.0,0.0,3.0,0.0,38.0,0.0,1.0,1.0,1.0,43.37000000000001,40.26483564708455,2.5537050272065858,102.10331482049531,62899.99999493678
CCCCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,279.336,3.7407000000000017,76.86370000000005,20.0,4.0,1.0,5.0,7.0,110.0,1.0,0.0,0.0,1.0,64.63,118.8158789917758,2.2898528792415944,428.0045832347821,13.369861546903644
[Na+].CC1=NN(C(=O)C1N=Nc2cc(Cl)ccc2Oc3ccccc3Cl)c4cc(ccc4Cl)[S]([O-])(=O)=O,575.7930000000002,3.2222000000000017,131.29219999999992,36.0,8.0,0.0,14.0,6.0,180.0,3.0,0.0,1.0,4.0,123.82,243.29850049941803,3.609993414454058e-06,1500.7490490091006,2779.999999835682
NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,215.234,-0.3742000000000003,50.7593,14.0,4.0,3.0,7.0,2.0,76.0,1.0,0.0,0.0,1.0,115.28,80.94828680398591,3.0474861263650133,437.7527535849843,2306.27386143511
CCCC1(CCO)C(=O)NC(=S)NC1=O,230.289,-0.3138,57.92720000000002,15.0,4.0,3.0,6.0,4.0,84.0,0.0,1.0,1.0,1.0,78.43,93.22873935617773,2.9704426490634592,275.7325821554946,5652.924614841898
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,375.4680000000001,5.825180000000005,107.59600000000005,28.0,4.0,0.0,4.0,6.0,144.0,2.0,1.0,1.0,3.0,59.32000000000001,165.95356075313302,1.7214814947399868,920.3664893126436,0.0099993766938588
ClCCN(Cl)CCCl,176.47400000000005,1.9198,38.866000000000014,8.0,1.0,0.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0,3.24,64.61538055442078,2.9196126414385533,44.54808140664299,2120.219036952388
CC(C)=C[C@H]1[C@H](C(=O)OC2CC(=O)C(=C2C)CC#C)C1(C)C,300.398,3.4492000000000016,85.84600000000005,22.0,3.0,0.0,3.0,4.0,118.0,0.0,1.0,2.0,2.0,43.37000000000001,132.35315553699522,2.072272288421603,609.0817788358146,8.000129864813578
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,248.751,4.2421,44.87500000000001,9.0,0.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,82.59912958572853,4.399515870465619,125.72862410467503,17.00845382514697
COc1cc(OC)nc(NC(=O)N[S](=O)(=O)Nc2ccccc2C(=O)C3CC3)n1,421.4350000000002,1.5648999999999995,103.32940000000004,29.0,8.0,3.0,12.0,8.0,154.0,2.0,1.0,1.0,3.0,148.61,166.57243154767005,1.7010276162774025,1016.1090381188416,0.1699928287321462
C[P](O)(O)=O,96.022,-0.2061,17.968100000000003,5.0,1.0,2.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,57.53,29.79065894856944,3.4720664956001186,53.02865236353018,20001.876777431808
ClC(Cl)=O,98.916,1.584,17.102,4.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,17.07,33.507305581636665,2.8030394876740514,29.01955000865388,6830.00000015404
C=CC#N,53.06399999999999,0.6959799999999999,15.81,4.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,23.79,25.172111905907222,2.921783680020212,48.793987519471216,74507.4987684747
CC(=O)NC1=C(C=CC(=C1)Cl)[N+](=O)[O-],214.608,2.2066,52.41010000000001,14.0,3.0,1.0,6.0,2.0,74.0,1.0,0.0,0.0,1.0,72.24,84.82891358132345,3.151960315242852,392.17282357310216,21960.68624873881
CC1=C(O)C(=O)C=CO1,126.11099999999998,0.6538199999999998,31.3798,9.0,3.0,1.0,3.0,0.0,48.0,1.0,0.0,0.0,1.0,50.44,51.5569179101424,3.4257312155228083,261.2506372810443,10908.196920472144
OC(=O)CCC(N(CC(O)=O)CC(O)=O)C(O)=O,263.202,-1.2243999999999988,55.13820000000001,18.0,5.0,4.0,9.0,9.0,102.0,0.0,0.0,0.0,0.0,152.44,101.24164502216492,4.8285737425346085,336.476798218004,290999.99996885395
O=C1OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=C1C=CC=C4,286.33,4.148900000000003,84.62350000000005,22.0,2.0,0.0,2.0,2.0,106.0,3.0,0.0,1.0,4.0,26.3,128.54471193643968,2.0643455799261283,783.095685386686,40.445187515183314
[Cl-].COC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,342.8060000000001,0.5884000000000025,97.02400000000004,23.0,1.0,0.0,3.0,5.0,118.0,3.0,0.0,0.0,3.0,9.23,144.62669470284362,1.919998745600848e-06,604.8170800483135,1100000.0001184093
CCCCOCCOCCOC(C)=O,,,,,,,,,,,,,,,,,,
CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2O,270.372,3.5293000000000023,78.70660000000005,20.0,2.0,2.0,2.0,0.0,106.0,1.0,2.0,3.0,4.0,40.46,119.69207950387636,1.7560945796748222,589.0810606278096,10.763703191689007
C\C(NO)=C(/C)N=O,116.12,0.983,29.0912,8.0,4.0,2.0,4.0,2.0,46.0,0.0,0.0,0.0,0.0,61.69,47.137340758347634,4.027243339066914,119.20671786825557,599.9389064687426
CCOC(=O)CNC(C)=CC(C)=O,185.223,0.6318999999999999,49.07370000000002,13.0,4.0,1.0,4.0,5.0,74.0,0.0,0.0,0.0,0.0,55.4,77.95563652402062,3.7555562308759023,220.89970385530543,47609.64180717974
CCOC(=O)C1=CC=C(O)C=C1,166.176,1.5689,44.06330000000003,12.0,3.0,1.0,3.0,2.0,64.0,1.0,0.0,0.0,1.0,46.53,70.59553054443344,2.753742758109602,263.6070662599115,1048.4996767634054
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,356.057,5.862600000000001,80.37660000000002,19.0,3.0,2.0,7.0,2.0,100.0,2.0,0.0,0.0,2.0,40.46,133.4131397628449,2.4729202264566297,590.6118891901951,3.999627339293312
CN[C@@H](C)[C@H](O)c1ccccc1,165.236,1.3279,49.92350000000002,12.0,2.0,2.0,2.0,3.0,66.0,1.0,0.0,0.0,1.0,32.26,73.23526751288745,2.7110407232330616,222.5400055614587,63592.320548135685
COc1ccc2CCCCc2c1,162.232,2.5740000000000007,49.63600000000003,12.0,1.0,0.0,1.0,1.0,64.0,1.0,0.0,1.0,2.0,9.23,73.36382776745768,2.3560398407499905,278.33264346788195,290.00000000734946
NC1CN(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,335.3100000000001,1.4601,83.54270000000002,24.0,5.0,2.0,8.0,3.0,126.0,2.0,2.0,2.0,4.0,88.56,134.63369273784392,2.037331460979619,930.5351597975412,1.8007213164090967
COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,303.358,1.8677,80.34150000000005,22.0,5.0,0.0,5.0,3.0,118.0,1.0,2.0,2.0,3.0,55.84,129.74407240010592,1.7896528798720672,559.0371822548028,1786.3043360136078
CN1C(=O)C(=Nc2cncnc12)C,176.179,0.0319199999999996,47.31100000000002,13.0,5.0,0.0,5.0,0.0,66.0,2.0,0.0,0.0,2.0,60.67,74.09303739045052,3.0225394793174987,517.02322051618,5714.182944499099
Clc1cc(Cl)c(c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1Cl,395.32700000000017,7.9274,86.94800000000002,19.0,0.0,0.0,7.0,1.0,100.0,2.0,0.0,0.0,2.0,0.0,144.61136091373268,2.761179564584445,640.6079666719704,0.0003140193980488
CC1=C(C2=CC=C(C=C2)[S](N)(=O)=O)C(=NO1)C3=CC=CC=C3,314.366,2.9644200000000005,83.48520000000002,22.0,4.0,1.0,6.0,3.0,112.0,3.0,0.0,0.0,3.0,86.19000000000004,127.97653378624211,2.115208670870317,898.3237942363402,9.49370142535901
COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(OC)c(Cl)cc4OC)C(=O)Nc5ccccc5,611.0540000000002,6.039100000000005,170.1605999999997,44.0,8.0,3.0,11.0,9.0,222.0,4.0,0.0,1.0,5.0,127.35,257.8352438539979,1.4498964504882474,1820.705850514192,0.0087000000009269
